Authors,Title,Year,Source,ArticleURL,Type,DOI,Cites,GSRank,QueryDate,Database,SearchTerms,RecordID
"H Yang, D Zhang, X Li, H Li, D Zhang, H Lan…",Overexpression of ScALDH21 gene in cotton improves drought tolerance and growth in greenhouse and field conditions,2016,Molecular …,https://link.springer.com/article/10.1007/s11032-015-0422-2,HTML,10.1007/s11032-015-0422-2,57,93,2024-07-15 10:50:42,"google,google,google,google,google,google,google,scopus,google,google,google,google,google,google,google,scopus","syntrichia--absorption,syntrichia--absorption,syntrichia--conductance,syntrichia--height,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--watercontent,syntrichia--height,syntrichia--absorption,syntrichia--absorption,syntrichia--conductance,syntrichia--height,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--watercontent,syntrichia--height",100092
"J Putzke, CEGR Schaefer, A Thomazini…",Changes in plant communities and soil attributes in the “Cousteau's whale bone skeleton” tourist attraction area in Keller Peninsula after 48 years,2022,Anais da Academia …,https://www.scielo.br/j/aabc/a/SjPwbZXhrwg5fXwCKsP48XB/?lang=en,HTML,,3,98,2024-07-15 10:50:42,"google,google,google,google,google,google,google,scopus,scopus,google,google,google,google,google,google,google,scopus,scopus","syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--communitycomposition,syntrichia--height,syntrichia--soil,syntrichium--scattering,syntrichia--communitycomposition,syntrichia--soil,syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--communitycomposition,syntrichia--height,syntrichia--soil,syntrichium--scattering,syntrichia--communitycomposition,syntrichia--soil",100097
"DK Nandakumar, JV Vaghasiya, L Yang, Y Zhang…",A solar cell that breathes in moisture for energy generation,2020,Nano Energy,https://www.sciencedirect.com/science/article/pii/S221128551930970X,,,39,99,2024-07-15 10:50:42,"google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--photosystem,syntrichia--absorption,syntrichia--absorption,syntrichia--photosystem",100098
"D Vetoshkina, N Balashov, B Ivanov…",Light harvesting regulation: A versatile network of key components operating under various stress conditions in higher plants,2023,Plant Physiology and …,https://www.sciencedirect.com/science/article/pii/S0981942822005459,,,12,101,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--electrontransport,syntrichia--photosystem,syntrichia--quantumyield,syntrichia--absorption,syntrichia--absorption,syntrichia--electrontransport,syntrichia--photosystem,syntrichia--quantumyield",100100
M Mallen‐Cooper…,Towards an understanding of future range shifts in lichens and mosses under climate change,2023,Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1111/jbi.14542,,10.1111/jbi.14542,16,103,2024-07-15 10:50:42,"google,google,google,scopus,scopus,google,google,google,scopus,scopus","syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--distribution,syntrichia--soil,syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--distribution,syntrichia--soil",100102
"X Han, W Zhang, X Che, L Long, M Li…",Synergetic and persistent harvesting of electricity and potable water from ambient moisture with biohybrid fibrils,2022,Journal of Materials …,https://pubs.rsc.org/en/content/articlehtml/2000/z7/d1ta10865d,,,15,104,2024-07-15 10:50:42,"google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption",100103
"D Gurera, B Bhushan",Passive water harvesting by desert plants and animals: lessons from nature,2020,Philosophical Transactions of the …,https://royalsocietypublishing.org/doi/abs/10.1098/rsta.2019.0444,,10.1098/rsta.2019.0444,62,107,2024-07-15 10:50:42,"google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--watercontent,syntrichia--absorption,syntrichia--absorption,syntrichia--watercontent",100106
JM Glime,"Volume 5, Chapter 1: Household and Personal Uses",2013,,,CITATION,,4,108,2024-07-15 10:50:42,"google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption",100107
"B Wang, X Zhou, Z Guo, W Liu","Recent advances in atmosphere water harvesting: Design principle, materials, devices, and applications",2021,Nano Today,https://www.sciencedirect.com/science/article/pii/S1748013221002085,,,82,109,2024-07-15 10:50:42,"google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption",100108
"R Hurd, Z Pan, A Meritt, J Belden…",Creating a urine black hole,2015,APS Division of Fluid …,https://ui.adsabs.harvard.edu/abs/2015APS..DFDM32010H/abstract,,,2,110,2024-07-15 10:50:42,"google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--height,syntrichia--absorption,syntrichia--absorption,syntrichia--height",100109
"CVZ Cipro, RC Montone, P Bustamante","Mercury in the ecosystem of Admiralty Bay, King George Island, Antarctica: occurrence and trophic distribution",2017,Marine Pollution Bulletin,https://www.sciencedirect.com/science/article/pii/S0025326X16307585,HTML,,48,113,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--respiration,syntrichia--watercontent,syntrichia--absorption,syntrichia--absorption,syntrichia--respiration,syntrichia--watercontent",100112
E Martinez,Harvist Atmospheric Water Generator System for the Ag Hub Sustainability Center,2020,,https://search.proquest.com/openview/d33d14e73d4c8c3c99cd2fa7ca0723f2/1?pq-origsite=gscholar&cbl=44156,HTML,,0,117,2024-07-15 10:50:42,"google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption",100116
"N Ha, E Seo, S Kim, SJ Lee",Adsorption of nanoparticles suspended in a drop on a leaf surface of Perilla frutescens and their infiltration through stomatal pathway,2021,Scientific Reports,https://www.nature.com/articles/s41598-021-91073-x,HTML,,37,118,2024-07-15 10:50:42,"google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption",100117
"J Sanmartín, D Vázquez-Nion, B Silva…",Assessing the effect of different coloured lightingin controlling biological colonization,2018,Conserving Cultural …,https://www.taylorfrancis.com/chapters/edit/10.1201/9781315158648-79/assessing-effect-different-coloured-lightingin-controlling-biological-colonization-sanmart%C3%ADn-v%C3%A1zquez-nion-silva-prieto-arines,,10.1201/9781315158648-79/assessing-effect-different-coloured-lightingin-controlling-biological-colonization-sanmart%C3%ADn-v%C3%A1zquez-nion-silva-prieto-arines,3,119,2024-07-15 10:50:42,"google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption",100118
"RP Beckett, F Minibayeva, KA Solhaug, T Roach",Photoprotection in lichens: adaptations of photobionts to high light,2021,The Lichenologist,https://www.cambridge.org/core/journals/lichenologist/article/photoprotection-in-lichens-adaptations-of-photobionts-to-high-light/11254F6178196402922D4B912A963D49,,,41,122,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--carboxylation,syntrichia--electrontransport,syntrichia--light,syntrichia--photosystem,syntrichia--reflectance,syntrichia--absorption,syntrichia--absorption,syntrichia--carboxylation,syntrichia--electrontransport,syntrichia--light,syntrichia--photosystem,syntrichia--reflectance",100121
"SL Ustin, MJ Santos, SC Kefauver, ML Whiting",REMOTE SENSING OF BIOLOGICAL SOIL CRUST UNDER SIMULATED CLIMATE CHANGE,NA,researchgate.net,https://www.researchgate.net/profile/Shawn-Kefauver/publication/229042040_REMOTE_SENSING_OF_BIOLOGICAL_SOIL_CRUST_UNDER_SIMULATED_CLIMATE_CHANGE/links/09e4150ed1f354f185000000/REMOTE-SENSING-OF-BIOLOGICAL-SOIL-CRUST-UNDER-SIMULATED-CLIMATE-CHANGE.pdf,PDF,,0,123,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--albedo,syntrichia--phenology,syntrichia--reflectance,syntrichia--absorption,syntrichia--absorption,syntrichia--albedo,syntrichia--phenology,syntrichia--reflectance",100122
ZT Aanderud,Interactive comment on “Fungal loop transfer of N depends on biocrust constituents and N form” by Zachary T. Aanderud et al.,2018,,,CITATION,,0,125,2024-07-15 10:50:42,"google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--nitrogen,syntrichia--absorption,syntrichia--absorption,syntrichia--nitrogen",100124
"A Čučulović, R Čučulović, M Sabovljević…",Activity concentrations of 137Cs and 40K in mosses from spas in eastern Serbia,2012,Archives of Biological …,https://doiserbia.nb.rs/Article.aspx?id=0354-46641203917C,,,9,126,2024-07-15 10:50:42,"google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption",100125
"FR Ferrari, CEGR Schaefer, AB Pereira, A Thomazini…","Coupled soil-vegetation changes along a topographic gradient on King George Island, maritime Antarctica",2021,Catena,https://www.sciencedirect.com/science/article/pii/S0341816220305889,,,19,129,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--phosphorus,syntrichium--scattering,syntrichia--absorption,syntrichia--absorption,syntrichia--phosphorus,syntrichium--scattering",100128
"Z Bei, X Zhang, X Tian",The Mechanism by Which Umbrella-Shaped Ratchet Trichomes on the Elaeagnus angustifolia Leaf Surface Collect Water and Reflect Light,2023,Biology,https://www.mdpi.com/2079-7737/12/7/1024,HTML,,2,130,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--conductance,syntrichia--reflectance,syntrichia--absorption,syntrichia--absorption,syntrichia--conductance,syntrichia--reflectance",100129
"IM Bhat, R Tabasum, G Mohd, K Majid…",Atmospheric Water Generator Technologies,2023,Atmospheric Water …,https://link.springer.com/chapter/10.1007/978-3-031-21746-3_1,,10.1007/978-3-031-21746-3_1,0,131,2024-07-15 10:50:42,"google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption",100130
"M Veeger, A Nabbe, H Jonkers, M Ottelé",Bioreceptive concrete: State of the art and potential benefits,2023,Heron,https://research.tudelft.nl/en/publications/bioreceptive-concrete-state-of-the-art-and-potential-benefits,,,0,136,2024-07-15 10:50:42,"google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--albedo,syntrichia--absorption,syntrichia--absorption,syntrichia--albedo",100135
"MA Shirakawa, R Zilles, A Mocelin, CC Gaylarde…",Microbial colonization affects the efficiency of photovoltaic panels in a tropical environment,2015,Journal of environmental …,https://www.sciencedirect.com/science/article/pii/S0301479715001875,,,49,141,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--reflectance,syntrichium--scattering,syntrichia--absorption,syntrichia--absorption,syntrichia--reflectance,syntrichium--scattering",100140
"S Dragović, O Nedić, S Stanković, G Bačić",Radiocesium accumulation in mosses from highlands of Serbia and Montenegro: chemical and physiological aspects,2004,Journal of Environmental …,https://www.sciencedirect.com/science/article/pii/S0265931X04001754,,,52,143,2024-07-15 10:50:42,"google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--phosphorus,syntrichia--absorption,syntrichia--absorption,syntrichia--phosphorus",100142
N de Bakker,The effects of UVB radiation on charophycean algae and bryophytes,2011,,https://research.vu.nl/files/42208182/preliminary%20matter.pdf,PDF,,1,147,2024-07-15 10:50:42,"google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption",100146
"F Garcia-Pichel, J Belnap",Small-scale environments and distribution of biological soil crusts,2003,"Biological soil crusts: Structure, function, and …",https://link.springer.com/chapter/10.1007/978-3-642-56475-8_16,,10.1007/978-3-642-56475-8_16,78,149,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--communitycomposition,syntrichia--nitrogen,syntrichia--nitrogenfixation,syntrichia--respiration,syntrichium--scattering,syntrichia--absorption,syntrichia--absorption,syntrichia--communitycomposition,syntrichia--nitrogen,syntrichia--nitrogenfixation,syntrichia--respiration,syntrichium--scattering",100148
"Y Qi, W Xu, T Xing, M Zhao, N Li, L Yan…",Synonymous codon usage bias in the plastid genome is unrelated to gene structure and shows evolutionary heterogeneity,2015,Evolutionary …,https://journals.sagepub.com/doi/abs/10.4137/EBO.S22566,,10.4137/EBO.S22566,23,151,2024-07-15 10:50:42,"google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption",100150
"S Latwal, A Rao",UNDERSTANDING THE ROLE OF ANTIFUNGAL METABOLITES FROM BRYOPHYTES,NA,Mycology,https://www.researchgate.net/profile/Shivangi-Tripathi-3/publication/371473682_Research_in_Mycology_Series-II/links/64853a7279a722376524d6f3/Research-in-Mycology-Series-II.pdf#page=9,PDF,,0,158,2024-07-15 10:50:42,"google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption",100157
"M Korkanç, A Savran",Impact of the surface roughness of stones used in historical buildings on biodeterioration,2015,Construction and Building Materials,https://www.sciencedirect.com/science/article/pii/S0950061815001075,,,49,160,2024-07-15 10:50:42,"google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption",100159
"H Yang, D Zhang, TA Bozorov, A Waheed, J Wang, X Li…",Transgenic Technology Can Accelerate Cotton Breeding: Transgenic ScALDH21 Cotton Significantly Improve Drought Tolerance in Southern and Northern …,2022,Cotton,https://www.intechopen.com/chapters/81291,HTML,,0,164,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--conductance,syntrichia--height,syntrichia--absorption,syntrichia--absorption,syntrichia--conductance,syntrichia--height",100163
"H Liang, MT Abshaev, AM Abshaev…",Water vapor harvesting nanostructures through bioinspired gradient-driven mechanism,2019,Chemical Physics …,https://www.sciencedirect.com/science/article/pii/S0009261419303987,,,16,165,2024-07-15 10:50:42,"google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption",100164
"L Qin, X He, G Lv, J Yang",Regulatory Control and the Effects of Condensation Water on Water Migration and Reverse Migration of Halostachys caspica (M.Bieb.) CAMey. in Different …,2022,Forests,https://www.mdpi.com/1999-4907/13/9/1442,HTML,,1,167,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichium--waterpotential,syntrichium--waterpotential,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichium--waterpotential,syntrichium--waterpotential",100166
